Make;Model;Manufacturing Year;Fuel Type;Engine Power (HP);Mileage (km);Number of Accidents;Market Value ($);Total Owners;Has Dashcam;Vehicles in Family;Driving Experience;AGE;HOMEKIDS;EMPLOYED;INCOME;MSTATUS;GENDER;TRAVTIME;BLUEBOOK;TIF;CAR_TYPE;RED_CAR;OLDCLAIM;CLM_FREQ;REVOKED;MVR_PTS;CLM_AMT;CAR_AGE;CLAIM_FLAG;Liability Insurance;Theft Insurance;Premium Insurance;Repair Insurance;Premium Repair Insurance
Ford;Explorer;2001;Petrol;228;332294;0;2000;1;FALSE;1;18;43;0;TRUE;89955;TRUE;F;43;$26,740;1;Minivan;no;$0;0;No;0;0;1;0;966;634;846,4;564;868
Volkswagen;Jetta;2016;Diesel;103;96576;0;9842;1;TRUE;1;4;49;0;TRUE;43676;FALSE;F;22;$10,770;4;SUV;no;$9,230;1;No;3;3140;7;1;655,21;400;751,294;501,5;782,21
Ford;Escape;2002;Petrol;327;315361;0;2000;3;FALSE;4;11;36;2;TRUE;27370;FALSE;M;25;$13,670;4;Minivan;no;$4,318;1;No;3;4482;7;1;1264;583,5;975,6;713,5;1107
Ford;F-150;2004;Petrol;246;296331;0;2000;2;FALSE;4;19;50;0;TRUE;63166;TRUE;F;26;$12,990;4;SUV;no;$0;0;No;0;0;1;0;1002;643;860,8;573;886
Volkswagen;Golf;2007;Diesel;284;237727;1;2000;3;FALSE;1;9;64;0;TRUE;45110;TRUE;M;22;$14,860;1;SUV;no;$0;0;No;0;4278;9;1;1278;662;1141,2;792;1204
Nissan;Altima;2008;Diesel;226;230824;0;2000;3;FALSE;4;10;56;2;TRUE;47562;TRUE;F;16;$21,880;1;Pickup;no;$9,894;1;No;2;0;7;0;1062;533;894,8;663;1006
Honda;Civic;2004;Petrol;174;289270;1;2000;1;FALSE;5;13;41;3;TRUE;43488;FALSE;F;48;$9,950;11;SUV;no;$0;0;No;4;5576;1;1;1208;707;1003,2;787;1164
Ford;Escape;2019;Hybrid;316;49480;0;19052;1;TRUE;2;5;42;0;TRUE;14356;TRUE;F;25;$11,310;4;SUV;no;$0;0;No;4;0;0;0;1127,26;698,52;936,164;608;1041,26
Tesla;Model 3;2013;Electric;377;148338;0;2000;2;TRUE;5;9;47;0;TRUE;69496;FALSE;M;43;$24,310;10;Panel Truck;yes;$0;0;No;0;243;0;1;1164;558,5;865,6;638,5;1017
BMW;X5;2010;Diesel;186;194187;1;2000;1;FALSE;2;1;60;0;TRUE;0;TRUE;F;45;$23,800;3;Sports Car;no;$6,223;1;No;5;0;12;0;1082;613;1062,8;743;1106
Tesla;Model X;2014;Electric;359;142411;1;3764;2;TRUE;4;1;45;0;TRUE;62991;TRUE;F;30;$12,300;6;SUV;no;$3,078;1;No;1;0;7;0;1336,82;567,14;1113,548;729,5;1147,82
Nissan;Rogue;2012;Diesel;176;168272;0;2000;4;TRUE;1;3;53;1;TRUE;63593;FALSE;F;39;$23,410;13;Pickup;no;$0;0;No;0;0;10;0;812;400;754,8;688;1026
Ford;F-150;2019;Hybrid;341;54196;0;18580;1;TRUE;4;3;51;0;TRUE;81987;FALSE;M;36;$14,800;9;Minivan;no;$0;0;No;0;0;8;0;1174,9;606,3;1002,86;720,5;1203,9
Chevrolet;Tahoe;2022;Diesel;184;22412;0;26258;1;TRUE;4;2;49;0;TRUE;41068;FALSE;M;28;$21,130;6;Van;yes;$7,463;2;No;0;20883;1;1;899,29;704,58;881,006;542;945,29
Toyota;Highlander;2018;Electric;182;67062;0;15793;1;FALSE;4;2;53;0;TRUE;50516;TRUE;F;5;$11,850;1;SUV;no;$0;0;No;0;0;1;0;942,965;748,93;906,151;541;890,965
BMW;3 Series;2012;Diesel;204;169695;1;2000;2;TRUE;3;6;55;0;TRUE;74441;TRUE;F;18;$16,050;1;SUV;no;$0;0;No;0;0;1;0;1018;572;927,2;652;984
BMW;3 Series;2011;Diesel;385;181717;0;2000;2;TRUE;5;7;52;0;TRUE;130393;TRUE;M;34;$22,360;1;Minivan;yes;$0;0;No;1;0;11;0;1180;462,5;922;742,5;1165
Honda;Pilot;2022;Electric;274;18030;0;26697;1;FALSE;4;1;45;3;FALSE;191579;TRUE;M;8;$6,200;1;Sports Car;no;$0;0;Yes;3;0;13;0;1331,485;803,97;1106,079;837;1387,485
Tesla;Model Y;2013;Electric;734;147538;0;2000;1;TRUE;2;8;41;0;TRUE;99403;FALSE;F;36;$16,520;1;SUV;no;$0;0;No;1;0;1;0;1878;737;1151,2;817;1374
Honda;Civic;2000;Petrol;251;345614;0;2000;4;FALSE;2;22;45;1;TRUE;51221;TRUE;M;51;$16,550;1;Minivan;yes;$0;0;No;1;2610;6;1;1062;545,5;914,8;625,5;961
Toyota;Camry;2018;Hybrid;125;74839;0;15016;1;FALSE;1;6;36;0;TRUE;107845;TRUE;F;27;$15,880;4;SUV;no;$0;0;No;0;0;15;0;825,08;612,66;905,112;612,5;970,08
Toyota;Camry;2013;Hybrid;287;148932;0;2000;3;TRUE;2;4;32;1;TRUE;6622;TRUE;F;22;$1,500;6;Sports Car;no;$0;0;No;0;5692;7;1;1034;413,5;843,6;643,5;997
Nissan;Altima;2017;Hybrid;131;88769;0;12123;1;FALSE;1;1;65;2;TRUE;29603;TRUE;M;26;$10,960;9;SUV;no;$5,088;3;No;3;0;1;0;922,615;686,73;839,661;615,5;961,615
Volkswagen;Golf;2022;Electric;201;21092;0;26390;1;TRUE;1;2;43;0;TRUE;43900;TRUE;M;11;$19,760;1;Van;yes;$6,024;1;No;5;0;8;0;933,95;614,4;945,53;650,5;1102,95
BMW;5 Series;2021;Diesel;465;31537;0;39743;1;TRUE;1;1;44;0;TRUE;0;FALSE;F;26;$22,490;11;Minivan;no;$0;0;No;1;0;15;0;1528,715;879,93;1250,201;782,5;1433,715
Tesla;Model 3;2022;Electric;830;16674;0;44721;1;TRUE;1;1;49;0;TRUE;96057;TRUE;M;76;$27,660;6;Panel Truck;no;$0;0;No;2;4246;9;1;2283,605;1112,21;1577,047;965;1823,605
Tesla;Model X;2007;Electric;425;245563;0;2000;4;FALSE;5;17;41;0;TRUE;169599;FALSE;M;31;$27,680;4;Panel Truck;yes;$3,196;3;No;6;0;20;0;1360;632,5;1054;762,5;1205
Toyota;Prius;2019;Electric;171;61450;0;17855;1;TRUE;1;3;35;0;TRUE;37684;FALSE;M;29;$11,040;1;Minivan;yes;$9,788;2;No;3;0;9;0;831,275;514,05;861,785;635,5;1030,275
Toyota;Camry;2023;Hybrid;165;5000;0;29500;1;TRUE;1;1;41;0;TRUE;56281;FALSE;M;54;$11,230;1;Minivan;no;$5,916;1;No;1;0;13;0;877,5;627,5;938,5;632,5;1082,5
Tesla;Model S;2016;Electric;918;108369;0;14438;1;FALSE;1;4;56;1;FALSE;50384;TRUE;M;38;$14,990;1;Minivan;yes;$0;0;No;0;0;9;0;2458,19;1003,38;1535,466;1059;1830,19
Honda;Pilot;2021;Electric;216;24900;0;24510;1;TRUE;5;2;35;0;FALSE;76219;TRUE;F;13;$9,120;1;SUV;no;$0;0;No;2;0;7;0;954,55;603,1;944,37;558;968,55
Chevrolet;Malibu;2014;Petrol;336;139619;1;2538;1;TRUE;3;10;51;0;FALSE;57910;TRUE;M;13;$13,610;10;Minivan;no;$0;0;No;2;0;13;0;1284,69;543,38;1086,566;818;1258,69
Ford;Mustang;2021;Diesel;190;27897;0;24210;1;TRUE;1;3;43;2;TRUE;75423;FALSE;M;28;$36,290;13;Panel Truck;yes;$9,568;3;No;2;0;11;0;1001,05;587,1;921,47;745;1221,05
Tesla;Model X;2007;Electric;865;237697;1;2000;4;FALSE;3;16;41;2;TRUE;139860;FALSE;F;33;$33,210;10;Van;no;$6,449;1;No;3;0;11;0;2540;952,5;1606;1182,5;1925
Honda;Pilot;2022;Diesel;215;21973;0;26302;1;TRUE;1;2;56;0;TRUE;104468;TRUE;M;49;$27,950;1;Panel Truck;yes;$0;0;No;3;0;11;0;961,51;620,52;956,114;657,5;1116,51
Toyota;Camry;2013;Hybrid;139;150819;0;2000;3;TRUE;5;3;37;0;TRUE;112814;TRUE;M;52;$25,630;4;Panel Truck;yes;$0;0;No;2;0;17;0;688;400;725,2;619,5;919
Volkswagen;Passat;2015;Diesel;122;116997;0;6300;1;TRUE;4;6;40;1;TRUE;84157;TRUE;M;49;$38,320;4;Panel Truck;no;$3,442;1;No;2;0;1;0;725,5;474;691,7;561;853,5
BMW;3 Series;2000;Diesel;212;340779;1;2000;2;FALSE;2;5;41;1;TRUE;141776;TRUE;M;62;$22,220;4;Van;no;$0;0;No;0;0;11;0;1184;626;1083,6;806;1202
BMW;X3;2017;Electric;244;95327;0;19112;1;FALSE;5;2;45;3;TRUE;23000;TRUE;M;19;$10,680;6;Pickup;no;$0;0;No;0;0;8;0;1233,56;713,12;1028,984;822;1319,56
Toyota;Camry;2015;Hybrid;292;112711;0;6728;1;TRUE;2;3;57;0;TRUE;171913;TRUE;M;67;$37,960;10;Panel Truck;no;$36,540;3;No;4;0;11;0;1017,64;463,28;880,696;696;1095,64
Chevrolet;Malibu;2020;Diesel;418;45733;0;20926;1;TRUE;3;3;64;0;FALSE;40188;TRUE;M;65;$7,900;1;SUV;yes;$10,942;2;Yes;0;6316;11;1;1340,63;668,26;1080,882;759;1292,63
BMW;X3;2022;Electric;250;15350;0;44941;1;FALSE;3;1;36;2;TRUE;118551;TRUE;F;28;$21,450;11;Pickup;no;$3,502;4;No;0;0;0;0;1324,705;1074,41;1164,587;675;1244,705
Ford;Escape;2011;Petrol;260;191489;3;2000;2;TRUE;1;12;50;0;TRUE;27783;FALSE;M;41;$6,500;1;Pickup;yes;$8,506;1;No;1;3124;1;1;1530;800;1372;880;1320
Toyota;Prius;2021;Hybrid;205;32184;0;23781;1;TRUE;5;3;38;0;TRUE;17724;TRUE;M;31;$12,270;10;Minivan;no;$0;0;No;0;0;6;0;928,905;590,31;930,467;552,5;953,905
Nissan;Altima;2015;Diesel;162;120443;0;5955;1;TRUE;1;8;28;1;TRUE;20852;TRUE;F;5;$20,960;1;Minivan;no;$20,581;1;Yes;3;0;1;0;803,775;490,55;721,285;581;891,775
BMW;X3;2001;Diesel;195;333369;1;2000;2;FALSE;1;10;38;4;TRUE;30735;TRUE;F;15;$21,430;10;Minivan;no;$0;0;No;0;0;4;0;1300;717,5;1020;847,5;1255
Honda;Civic;2023;Electric;225;5000;0;29500;1;FALSE;3;1;57;0;TRUE;60599;TRUE;F;50;$16,550;4;SUV;no;$19,751;2;Yes;0;0;12;0;1097,5;807,5;1086,5;662,5;1142,5
Toyota;Prius;2021;Electric;145;32290;0;23771;1;FALSE;3;1;58;0;TRUE;102092;TRUE;F;16;$17,510;6;Minivan;no;$0;0;No;4;0;13;0;908,855;710,21;982,397;622,5;1033,855
Tesla;Model X;2020;Electric;575;44611;0;35064;1;FALSE;4;4;49;0;TRUE;147455;FALSE;M;53;$23,230;6;Panel Truck;no;$0;0;No;0;0;22;0;1825,32;1038,14;1405,448;837,5;1520,32
Tesla;Model Y;2003;Electric;420;296526;0;2000;3;FALSE;2;16;51;0;FALSE;104346;TRUE;F;33;$24,860;17;Minivan;no;$2,131;1;No;3;2235;1;1;1350;730;1000;660;1060
Honda;Civic;2021;Diesel;121;28927;0;24107;1;TRUE;5;3;41;1;TRUE;96166;TRUE;F;29;$15,220;1;SUV;no;$0;0;Yes;1;1187;8;1;812,535;551,57;865,549;660,5;1081,535
BMW;3 Series;2020;Electric;305;50780;0;34036;1;TRUE;4;4;49;0;TRUE;7077;TRUE;F;35;$9,700;17;Sports Car;no;$0;0;No;0;0;11;0;1180,18;742,86;1082,252;702,5;1245,18
Honda;Accord;2009;Diesel;217;211771;0;2000;2;FALSE;4;14;62;0;TRUE;34580;TRUE;F;12;$20,880;1;Minivan;no;$6,200;1;No;3;0;12;0;944;528,5;887,6;658,5;997
Volkswagen;Passat;2018;Hybrid;158;65784;0;15921;1;TRUE;3;1;56;0;TRUE;47847;TRUE;F;49;$11,880;1;Sports Car;no;$0;0;No;4;295;12;1;795,605;488,21;837,847;629;1007,605
Toyota;Prius;2014;Petrol;135;128914;1;3608;4;FALSE;1;1;45;1;TRUE;102765;FALSE;F;43;$19,680;6;Minivan;no;$0;0;No;0;1283;17;1;1038,04;603,58;1033,256;767,5;1133,04
Tesla;Model X;2011;Electric;975;179466;1;2000;1;TRUE;2;13;31;1;TRUE;38453;FALSE;F;9;$17,360;6;Pickup;no;$8,153;1;No;8;4550;1;1;2610;957,5;1544;1087,5;1825
Toyota;Corolla;2003;Hybrid;134;299998;1;2000;1;FALSE;4;6;46;0;TRUE;196756;TRUE;F;12;$25,780;1;Pickup;no;$1,815;2;No;3;0;13;0;978;587;1021,2;717;1054
Nissan;Rogue;2017;Diesel;229;85967;0;12403;1;FALSE;5;7;57;0;TRUE;81022;TRUE;F;35;$31,280;1;Pickup;no;$0;0;Yes;1;0;9;0;1020,015;638,53;970,021;664,5;1061,015
Chevrolet;Silverado;2000;Diesel;214;339033;0;2000;1;FALSE;5;6;53;0;TRUE;;FALSE;F;48;$41,470;11;Panel Truck;no;$1,797;3;No;4;3149;13;1;938;527;885,2;657;994
Nissan;Altima;2010;Diesel;179;195295;0;2000;1;FALSE;2;5;55;0;TRUE;44967;TRUE;M;30;$6,000;1;Minivan;yes;$0;0;No;0;0;9;0;868;509,5;857,2;639,5;959
Ford;Escape;2023;Diesel;377;5000;0;29500;1;FALSE;1;1;39;3;FALSE;30728;TRUE;F;6;$27,250;6;Minivan;no;$1,400;2;No;1;0;11;0;1551,5;883,5;1208,1;888,5;1504,5
BMW;X3;2013;Diesel;474;153010;0;2000;3;TRUE;5;9;44;0;TRUE;169602;FALSE;F;37;$28,650;10;Van;no;$4,069;1;No;7;0;16;0;1358;507;993,2;787;1254
Volkswagen;Jetta;2018;Electric;136;87250;0;13775;1;FALSE;5;5;48;0;TRUE;100709;FALSE;F;12;$16,370;1;SUV;no;$0;0;Yes;1;0;1;0;840,875;705,75;855,225;518;834,875
Toyota;Camry;2007;Hybrid;197;241783;2;2000;1;FALSE;2;16;47;0;TRUE;130087;FALSE;F;28;$11,980;1;SUV;no;$0;0;No;0;0;22;0;1304;718,5;1271,6;848,5;1257
Chevrolet;Tahoe;2017;Hybrid;233;97448;0;11255;1;TRUE;4;3;27;4;TRUE;38951;TRUE;F;18;$9,780;6;Sports Car;no;$0;0;No;2;0;7;0;1122,275;479,05;865,185;766,5;1199,275
Volkswagen;Golf;2002;Petrol;206;322946;2;2000;4;FALSE;4;10;47;0;TRUE;59233;FALSE;F;14;$21,420;1;Minivan;no;$0;0;No;1;4719;8;1;1322;723;1278,8;853;1266
Tesla;Model S;2011;Electric;749;168070;0;2000;1;TRUE;5;11;53;0;TRUE;91924;TRUE;M;5;$19,330;13;Van;no;$20,463;1;Yes;3;3611;8;1;1908;644,5;1213,2;924,5;1529
Toyota;Corolla;2015;Hybrid;204;118544;0;6145;1;FALSE;4;2;48;0;TRUE;66817;TRUE;M;31;$14,690;1;Minivan;yes;$0;0;No;0;4849;0;1;938,725;663,45;856,215;552;864,725
BMW;5 Series;2006;Diesel;336;257699;0;2000;4;FALSE;1;13;42;0;TRUE;50009;FALSE;M;64;$17,000;1;Van;no;$0;0;No;3;7084;14;1;1182;588;982,8;718;1116
Volkswagen;Jetta;2000;Petrol;253;336951;1;2000;3;FALSE;5;16;55;0;TRUE;37537;TRUE;F;30;$10,750;6;SUV;no;$2,595;2;No;1;0;11;0;1216;646,5;1116,4;776,5;1173
Honda;CR-V;2006;Petrol;210;256595;1;2000;4;FALSE;3;11;30;1;TRUE;;FALSE;F;5;$13,180;3;SUV;no;$0;0;No;0;0;6;0;1180;625;1082;705;1060
Honda;CR-V;2013;Diesel;114;155253;0;2000;3;TRUE;3;11;47;0;TRUE;60936;TRUE;M;24;$14,220;10;Minivan;no;$0;0;No;0;0;10;0;638;400;705,2;607;894
BMW;5 Series;2010;Petrol;251;195213;0;2000;3;FALSE;2;8;52;0;TRUE;37388;FALSE;M;26;$7,310;4;Pickup;yes;$19,685;3;Yes;4;1131;1;1;1012;645,5;864,8;575,5;891
Toyota;Prius;2021;Hybrid;291;28373;0;24162;1;FALSE;2;3;41;2;TRUE;62840;TRUE;F;52;$35,960;13;Van;no;$0;0;No;3;0;12;0;1302,81;787,12;1101,934;795,5;1321,81
Chevrolet;Tahoe;2005;Petrol;204;273718;0;2000;1;FALSE;5;15;42;1;TRUE;122085;TRUE;F;33;$18,450;6;SUV;no;$0;0;No;0;0;15;0;968;522;877,2;702;1054
Chevrolet;Equinox;2017;Diesel;392;85781;0;12421;1;TRUE;3;5;32;4;TRUE;25749;TRUE;F;33;$4,700;7;Sports Car;no;$8,864;1;No;2;0;1;0;1446,105;670,21;950,547;846;1364,105
Volkswagen;Golf;2016;Diesel;267;100325;0;9467;1;TRUE;1;1;27;2;TRUE;53458;TRUE;M;26;$21,600;10;Van;yes;$47,389;2;No;6;0;7;0;1081,335;478,17;879,869;683,5;1084,335
Chevrolet;Malibu;2020;Hybrid;397;41398;0;21360;1;FALSE;3;2;45;0;TRUE;61696;TRUE;M;43;$18,090;4;Van;yes;$0;0;Yes;1;4361;12;1;1400,8;812,1;1167,12;748,5;1273,8
Honda;CR-V;2018;Hybrid;186;71551;0;15344;1;TRUE;1;3;38;0;TRUE;70851;TRUE;M;48;$20,330;6;Van;no;$0;0;No;0;596;1;1;848,72;596,44;806,208;543;892,72
Toyota;Corolla;2010;Petrol;148;201663;0;2000;4;FALSE;4;10;53;0;TRUE;132536;TRUE;M;43;$20,050;1;Van;no;$0;0;No;0;7990;9;1;806;494;832,4;624;928
Toyota;Prius;2013;Petrol;256;141514;0;2000;3;TRUE;5;7;34;1;TRUE;54853;TRUE;F;44;$18,480;4;SUV;no;$31,830;2;Yes;2;0;1;0;972;498;768,8;628;966
BMW;5 Series;2011;Petrol;310;177464;1;2000;3;FALSE;3;12;46;0;TRUE;95662;TRUE;M;21;$25,490;1;Panel Truck;no;$4,796;3;No;5;0;10;0;1330;675;1162;805;1230
Toyota;Corolla;2015;Petrol;255;125652;0;5434;1;FALSE;1;8;39;1;TRUE;55220;TRUE;F;66;$10,920;1;SUV;no;$0;0;No;2;0;10;0;1087,17;581,84;942,038;727,5;1122,17
Toyota;Corolla;2000;Petrol;183;350533;0;2000;4;FALSE;4;1;39;2;TRUE;75946;TRUE;M;19;$20,090;1;Van;yes;$4,017;2;No;6;0;11;0;976;511,5;860,4;741,5;1103
Honda;Accord;2012;Diesel;204;168657;2;2000;3;TRUE;2;10;36;2;TRUE;0;TRUE;F;32;$5,100;4;Sports Car;no;$0;0;No;3;0;9;0;1318;572;1177,2;952;1404
Chevrolet;Malibu;2006;Diesel;276;250938;1;2000;2;FALSE;4;8;51;0;TRUE;59486;TRUE;F;13;$15,990;6;SUV;no;$20,084;2;Yes;4;0;11;0;1262;658;1134,8;788;1196
Nissan;Pathfinder;2000;Diesel;253;337352;2;2000;1;FALSE;3;6;41;0;TRUE;;FALSE;M;40;$16,500;13;Minivan;yes;$0;0;No;0;0;13;0;1416;746,5;1316,4;876,5;1313
Chevrolet;Malibu;2012;Petrol;292;166846;3;2000;1;TRUE;2;8;55;0;TRUE;41341;FALSE;F;24;$10,690;7;Minivan;no;$0;0;Yes;0;0;9;0;1594;716;1447,6;996;1492
Volkswagen;Golf;2009;Diesel;149;200638;2;2000;2;FALSE;3;4;27;1;TRUE;22252;FALSE;F;33;$14,070;1;SUV;no;$0;0;No;1;4446;7;1;1258;694,5;1233,2;774,5;1139
Honda;Civic;2017;Diesel;191;89227;0;12077;1;FALSE;1;7;36;3;TRUE;26981;TRUE;F;7;$14,410;4;Pickup;no;$0;0;No;0;0;7;0;1092,385;616,27;937,339;695,5;1091,385
BMW;5 Series;2010;Diesel;365;193379;2;2000;1;FALSE;2;2;48;0;TRUE;118277;FALSE;M;36;$17,680;15;Van;yes;$7,274;3;No;1;2115;18;1;1640;802,5;1406;932,5;1425
Toyota;Corolla;2010;Hybrid;159;185932;1;2000;1;FALSE;2;2;40;2;TRUE;93310;TRUE;F;48;$10,830;1;Pickup;no;$45,879;2;No;4;0;8;0;1128;599,5;1041,2;829,5;1219
Chevrolet;Silverado;2007;Petrol;348;243200;1;2000;2;FALSE;4;5;40;0;TRUE;30631;FALSE;M;50;$11,510;4;Pickup;yes;$981;3;No;5;3007;1;1;1406;794;1142,4;724;1128
Toyota;Corolla;2012;Petrol;281;162452;1;2000;4;TRUE;4;1;41;0;TRUE;37771;TRUE;F;44;$9,380;4;SUV;no;$0;0;No;0;0;11;0;1172;510,5;1038,8;790,5;1201
Toyota;Camry;2011;Petrol;262;183353;0;2000;4;TRUE;2;10;36;0;TRUE;127079;TRUE;M;30;$33,200;4;Panel Truck;no;$952;3;No;3;0;20;0;934;401;823,6;681;1042
Toyota;Corolla;2014;Hybrid;144;138054;0;2694;3;TRUE;4;4;51;0;TRUE;93709;FALSE;M;22;$20,770;6;Van;yes;$0;0;No;0;3725;19;1;701,47;400;734,058;622;927,47
Volkswagen;Golf;2017;Electric;236;93238;0;11676;1;FALSE;1;5;33;1;TRUE;74409;TRUE;F;31;$12,240;4;Minivan;no;$0;0;No;0;0;17;0;1080,38;634,76;970,532;718;1134,38
Ford;F-150;2003;Petrol;318;300393;0;2000;2;FALSE;1;7;56;0;TRUE;63141;TRUE;M;51;$1,500;7;Minivan;no;$725;4;No;0;0;12;0;1146;579;968,4;709;1098
Tesla;Model X;2015;Electric;589;113081;0;11153;1;TRUE;5;6;56;0;TRUE;112246;FALSE;M;10;$17,180;7;Van;no;$0;0;No;2;0;10;0;1633,765;656,03;1149,271;844,5;1414,765
Volkswagen;Passat;2019;Diesel;172;61099;0;17890;1;FALSE;3;3;39;0;TRUE;96542;FALSE;M;6;$11,150;10;Minivan;no;$0;0;No;0;0;12;0;933,45;664,9;962,83;636;1031,45
Nissan;Sentra;2018;Diesel;206;68557;0;15644;1;TRUE;3;4;54;0;TRUE;76049;TRUE;F;43;$11,190;13;SUV;no;$0;0;No;0;0;4;0;890,22;609,44;824,308;553;914,22
Nissan;Rogue;2014;Petrol;234;139750;0;2525;3;FALSE;1;10;35;1;FALSE;78163;TRUE;F;9;$19,020;4;Pickup;no;$0;0;No;0;0;10;0;1030,625;542,25;904,875;717;1086,625
BMW;5 Series;2019;Hybrid;492;60847;0;29858;1;FALSE;1;3;57;0;TRUE;128956;FALSE;M;22;$20,100;9;Van;yes;$0;0;No;1;0;16;0;1633,29;944,58;1302,606;796;1411,29
Tesla;Model 3;2021;Electric;690;24523;0;40912;1;FALSE;5;3;43;2;TRUE;12259;FALSE;M;29;$4,250;7;Minivan;no;$0;0;No;0;0;9;0;2184,56;1154,12;1538,384;995;1804,56
Honda;Accord;2015;Petrol;113;123009;0;5699;1;TRUE;3;5;41;0;TRUE;4130;TRUE;F;51;$1,500;4;Sports Car;no;$0;0;No;0;0;11;0;654,495;400;730,293;606,5;911,495
Honda;Pilot;2006;Diesel;206;254591;0;2000;3;FALSE;5;7;57;0;TRUE;98323;TRUE;F;21;$20,920;1;Minivan;no;$0;0;No;0;0;11;0;922;523;878,8;653;986
Chevrolet;Tahoe;2010;Diesel;376;194330;1;2000;1;FALSE;2;1;47;0;TRUE;88285;TRUE;M;55;$15,030;1;Minivan;no;$1,493;1;No;5;0;13;0;1462;708;1214,8;838;1296
Honda;CR-V;2015;Diesel;193;127081;0;5291;1;TRUE;5;6;38;0;TRUE;94513;TRUE;F;20;$19,120;10;SUV;no;$0;0;No;0;0;14;0;812,455;400;791,437;646,5;989,455
Toyota;Corolla;2016;Hybrid;183;101669;0;9333;1;TRUE;4;3;56;0;TRUE;146309;TRUE;F;11;$34,460;6;Pickup;no;$0;0;No;3;0;15;0;812,665;434,83;811,731;641,5;999,665
Nissan;Rogue;2000;Diesel;128;350455;1;2000;4;FALSE;5;21;39;0;TRUE;85600;FALSE;F;19;$19,760;13;Minivan;no;$4,948;3;No;6;0;15;0;966;584;1016,4;714;1048
Chevrolet;Silverado;2020;Electric;177;46669;0;20833;1;TRUE;2;2;47;0;TRUE;0;TRUE;F;27;$17,840;6;Pickup;no;$0;0;No;1;0;1;0;858,165;646,83;837,431;538,5;911,165
Honda;Civic;2002;Petrol;153;310886;1;2000;4;FALSE;1;17;57;0;TRUE;28617;TRUE;F;40;$17,850;6;SUV;no;$8,579;2;No;5;2551;7;1;1016;596,5;1036,4;626,5;933
Ford;Explorer;2022;Diesel;220;21611;0;26338;1;FALSE;2;2;45;0;TRUE;0;FALSE;F;9;$6,000;13;SUV;no;$698;2;No;3;0;2;0;1071,69;873,38;1010,366;560;981,69
Ford;F-150;2011;Diesel;211;179309;0;2000;2;FALSE;2;3;38;1;TRUE;48793;FALSE;M;34;$4,900;4;Pickup;yes;$0;0;No;0;1206;6;1;982;525,5;882,8;605,5;921
Ford;Explorer;2011;Diesel;445;178774;2;2000;2;FALSE;1;9;35;3;TRUE;45684;FALSE;M;30;$24,110;9;Panel Truck;yes;$0;0;No;0;0;6;0;1950;842,5;1470;1022,5;1575
Tesla;Model 3;2007;Electric;656;229090;0;2000;2;FALSE;1;13;41;0;TRUE;0;FALSE;F;40;$12,860;4;SUV;no;$0;0;No;0;0;1;0;1822;848;1188,8;778;1296
Chevrolet;Malibu;2007;Diesel;404;238986;1;2000;1;FALSE;1;9;48;0;TRUE;131063;TRUE;M;36;$19,410;5;Van;yes;$0;0;No;0;0;7;0;1518;722;1237,2;752;1184
Volkswagen;Jetta;2020;Diesel;198;35295;0;21970;1;FALSE;5;3;54;0;TRUE;40818;FALSE;F;34;$10,980;1;SUV;no;$5,050;2;No;0;0;15;0;1005,85;718,7;1012,19;649;1077,85
Volkswagen;Jetta;2017;Hybrid;153;96672;0;11332;1;FALSE;3;1;25;2;TRUE;26906;FALSE;F;10;$4,000;1;Sports Car;no;$23,451;2;Yes;8;3748;8;1;962,66;589,82;901,724;726,5;1119,66
Nissan;Pathfinder;2016;Hybrid;280;105466;0;8953;1;TRUE;2;8;53;0;TRUE;36755;FALSE;F;49;$10,480;16;SUV;no;$44,990;1;No;1;0;15;0;1004,765;479,53;886,671;690;1094,765
Honda;Accord;2008;Diesel;180;228698;1;2000;3;FALSE;3;5;35;0;TRUE;0;FALSE;F;8;$6,330;4;SUV;no;$6,191;3;No;8;0;8;0;1070;610;1058;740;1100
Tesla;Model Y;2014;Electric;795;136080;0;4820;2;TRUE;4;9;36;2;TRUE;33294;FALSE;F;26;$10,070;1;Sports Car;no;$0;0;No;0;0;1;0;2114,1;795,7;1219,74;947,5;1589,1
Tesla;Model X;2013;Electric;325;146472;1;2000;2;TRUE;4;2;39;2;TRUE;61612;TRUE;F;32;$24,780;4;Pickup;no;$0;0;No;0;0;1;0;1360;632,5;1024;812,5;1245
BMW;3 Series;2016;Diesel;380;105331;0;14944;1;TRUE;1;1;49;0;FALSE;24289;TRUE;F;36;$8,830;3;SUV;no;$0;0;No;0;0;8;0;1234,72;589,44;1008,608;740;1224,72
Honda;Accord;2001;Diesel;111;326384;1;2000;4;FALSE;3;15;44;0;TRUE;220722;FALSE;M;49;$13,890;6;Minivan;yes;$0;0;No;0;0;17;0;932;575,5;1002,8;705,5;1031
BMW;X3;2012;Diesel;364;163268;0;2000;4;FALSE;5;3;50;0;TRUE;83168;TRUE;F;29;$16,490;1;Minivan;no;$2,740;1;No;1;0;0;0;1238;702;955,2;632;1004
Volkswagen;Golf;2023;Hybrid;183;5000;0;29500;1;TRUE;2;1;57;0;TRUE;297435;TRUE;M;40;$34,050;1;Panel Truck;yes;$6,581;2;No;5;0;10;0;913,5;636,5;952,9;641,5;1100,5
