Make;Model;Manufacturing Year;Fuel Type;Engine Power (HP);Mileage (km);Number of Accidents;Market Value ($);Total Owners;Has Dashcam;Vehicles in Family;Driving Experience;ID;FIRST_NAME;LAST_NAME;AGE;HOMEKIDS;EMPLOYED;INCOME;MSTATUS;GENDER;TRAVTIME;BLUEBOOK;TIF;CAR_TYPE;RED_CAR;OLDCLAIM;CLM_FREQ;REVOKED;MVR_PTS;CLM_AMT;CAR_AGE;CLAIM_FLAG
Chevrolet;Silverado;2018;Hybrid;354;71207;0;15379;1;FALSE;1;5;710586000;;;43;3;TRUE;$99,455;TRUE;M;45;$15,750;11;Minivan;yes;$0;0;Yes;0;$2,524;7;1
Nissan;Altima;2014;Petrol;275;130342;1;3465;1;TRUE;2;1;799857899;;;49;0;TRUE;$195;FALSE;F;54;$7,300;10;SUV;no;$0;0;No;1;$0;16;0
Honda;Accord;2015;Petrol;195;123795;0;5620;1;TRUE;1;2;227540901;;;29;1;TRUE;$25,294;FALSE;M;31;$6,930;3;Pickup;no;$9,282;2;No;1;$5,388;10;1
Honda;Pilot;2017;Hybrid;139;97650;0;11234;1;TRUE;4;6;722567149;;;56;0;TRUE;$35,735;FALSE;F;21;$13,760;6;SUV;no;$0;0;No;5;$4,364;5;1
Tesla;Model Y;2018;Electric;538;73825;0;25195;1;TRUE;2;4;376761023;;;53;0;TRUE;$55,770;TRUE;M;44;$12,380;6;Minivan;yes;$0;0;No;0;$0;12;0
Nissan;Altima;2013;Diesel;210;148412;0;2000;2;TRUE;1;9;410044584;;;51;0;TRUE;$4,431;TRUE;F;48;$27,390;1;Minivan;no;$0;0;No;0;$0;14;0
BMW;X5;2023;Diesel;469;5982;0;49003;1;FALSE;5;1;404639990;;;45;1;TRUE;$92,626;TRUE;M;35;$31,340;17;Panel Truck;yes;$0;0;No;1;$0;16;0
Nissan;Sentra;2021;Hybrid;293;29045;0;24095;1;TRUE;2;3;746130911;;;43;2;TRUE;$0;TRUE;M;50;$5,800;1;Pickup;no;$0;0;No;0;$0;8;0
Honda;Accord;2001;Petrol;121;334539;1;2000;3;FALSE;1;8;676650544;;;56;0;FALSE;$52,044;FALSE;M;22;$12,300;1;Minivan;no;$0;0;No;5;$0;8;0
Chevrolet;Silverado;2017;Hybrid;289;81967;0;12803;1;TRUE;4;7;414345397;;;58;2;TRUE;$0;TRUE;F;40;$1,500;11;SUV;no;$3,564;2;No;9;$5,089;10;1
BMW;5 Series;2021;Hybrid;202;39098;0;38483;1;TRUE;1;2;3029573;;;45;2;TRUE;$36,630;TRUE;F;34;$24,280;10;Minivan;no;$0;0;No;0;$0;11;0
Toyota;Corolla;2002;Petrol;235;312895;2;2000;3;FALSE;5;18;549069454;;;52;0;TRUE;$72,500;TRUE;F;5;$7,270;6;SUV;no;$6,217;1;No;7;$0;1;0
Ford;Escape;2011;Diesel;432;178878;1;2000;2;FALSE;5;6;725128543;;;50;0;TRUE;$15,545;TRUE;M;15;$8,050;6;Pickup;yes;$6,952;2;No;4;$0;15;0
Tesla;Model S;2000;Electric;764;349627;0;2000;4;FALSE;2;6;877671335;;;42;2;TRUE;$65,079;FALSE;F;69;$18,600;3;Minivan;no;$0;0;No;2;$0;5;0
Honda;Accord;2017;Diesel;264;98338;0;11166;1;TRUE;2;4;920638735;;;44;0;TRUE;$34,408;TRUE;F;34;$13,460;1;Minivan;no;$7,250;3;No;3;$3,262;5;1
Nissan;Pathfinder;2022;Electric;130;8127;0;27687;1;TRUE;2;2;589776136;;;48;0;TRUE;$61,434;TRUE;F;35;$19,950;1;SUV;no;$5,466;3;No;4;$0;1;0
Nissan;Altima;2016;Electric;213;105215;0;8978;1;FALSE;2;5;249037674;;;45;0;TRUE;$108,309;FALSE;M;29;$17,450;12;Van;yes;$0;0;No;1;$5,822;8;1
Toyota;Highlander;2020;Electric;189;40849;0;21415;1;TRUE;1;3;212373089;;;41;0;TRUE;$87,333;TRUE;F;35;$18,240;1;SUV;no;$6,863;1;No;1;$4,506;1;1
Tesla;Model S;2022;Electric;854;17887;0;44518;1;TRUE;4;1;171275064;;;46;0;TRUE;$111,916;TRUE;F;35;$14,060;13;SUV;no;$0;0;No;2;$0;;0
Toyota;Corolla;2011;Petrol;158;187904;0;2000;1;TRUE;4;8;747049542;;;36;2;TRUE;$37,452;TRUE;F;30;$7,840;10;SUV;no;$35,720;3;Yes;0;$0;7;0
Toyota;Corolla;2013;Petrol;128;144142;1;2000;4;TRUE;1;2;531706245;;;44;2;TRUE;$23,683;TRUE;F;88;$8,270;4;SUV;no;$0;0;Yes;1;$0;1;0
Chevrolet;Tahoe;2005;Diesel;290;272113;0;2000;1;FALSE;1;9;111405767;;;61;0;TRUE;$62,378;TRUE;F;70;$15,570;1;SUV;no;$3,636;3;No;8;$3,242;1;1
Chevrolet;Tahoe;2010;Petrol;265;195605;0;2000;4;FALSE;3;5;676912383;;;30;3;TRUE;$26,315;FALSE;M;56;$7,130;1;Pickup;yes;$0;0;No;3;$3,246;1;1
Ford;Mustang;2011;Petrol;174;186551;0;2000;3;FALSE;2;1;914892550;;;48;0;TRUE;$57,529;TRUE;F;82;$14,120;3;SUV;no;$0;0;No;2;$0;11;0
BMW;5 Series;2001;Petrol;438;329587;1;2000;1;FALSE;4;16;65561698;;;41;2;TRUE;$11,124;TRUE;F;22;$17,570;4;Sports Car;no;$1,951;2;No;0;$0;1;0
Honda;Pilot;2021;Hybrid;148;24182;0;24581;1;TRUE;2;1;316206287;;;42;2;TRUE;$130,454;TRUE;F;27;$28,370;7;Pickup;no;$0;0;No;0;$0;15;0
Toyota;Camry;2019;Hybrid;277;60672;0;17932;1;FALSE;5;2;807685357;;;43;0;TRUE;$203,511;TRUE;M;5;$36,000;7;Panel Truck;no;$0;0;No;1;$0;1;0
BMW;5 Series;2011;Petrol;268;180194;1;2000;2;TRUE;4;9;895433187;;;50;0;TRUE;$109,639;TRUE;F;44;$17,460;4;Sports Car;no;$5,516;3;No;6;$0;20;0
Honda;Pilot;2014;Diesel;264;128418;1;3658;4;FALSE;5;5;195051458;;;34;2;TRUE;$13,343;FALSE;F;46;$1,500;1;Sports Car;no;$0;0;No;0;$0;9;0
Toyota;Camry;2013;Petrol;239;154056;2;2000;1;TRUE;5;4;685900195;;;40;0;TRUE;$74,053;FALSE;M;44;$7,200;6;Pickup;yes;$2,740;3;No;0;$0;14;0
BMW;5 Series;2011;Diesel;431;190453;0;2000;2;FALSE;4;8;411375726;;;44;1;FALSE;$67,278;TRUE;F;49;$5,330;6;SUV;no;$0;0;No;2;$0;16;0
Ford;Explorer;2006;Petrol;407;263750;1;2000;3;FALSE;5;2;490879221;;;32;3;TRUE;$27,585;TRUE;F;33;$16,700;17;SUV;no;$0;0;No;0;$0;8;0
Toyota;Camry;2018;Hybrid;122;68627;0;15637;1;FALSE;5;5;476931149;;;50;0;TRUE;$72,665;FALSE;M;25;$36,440;1;Panel Truck;no;$7,292;1;No;10;$3,565;14;1
Honda;Pilot;2020;Electric;215;50043;0;20495;1;FALSE;1;1;189803842;;;39;1;TRUE;$82,791;FALSE;F;5;$20,800;1;Minivan;no;$27,444;1;Yes;7;$3,651;9;1
Tesla;Model Y;2009;Electric;322;212032;1;2000;2;FALSE;1;6;621932597;;;66;0;TRUE;$49,077;FALSE;F;24;$18,140;1;Sports Car;no;$0;0;No;3;$0;15;0
Nissan;Rogue;2013;Petrol;181;146378;1;2000;2;TRUE;4;7;576250522;;;44;2;TRUE;$42,408;FALSE;M;43;$10,700;3;Minivan;yes;$0;0;Yes;3;$1,496;9;1
BMW;X5;2012;Petrol;269;163340;0;2000;3;TRUE;1;7;418019534;;;51;0;TRUE;$29,138;FALSE;F;16;$6,390;1;SUV;no;$0;0;No;0;$0;17;0
BMW;3 Series;2012;Diesel;319;155130;0;2000;2;FALSE;1;1;235798867;;;31;1;TRUE;$115,308;TRUE;M;39;$26,980;1;Panel Truck;no;$7,506;2;No;3;$6,145;3;1
BMW;X5;2018;Electric;358;78377;0;24437;1;TRUE;1;6;265792515;;;41;0;TRUE;$173,557;FALSE;M;34;$26,570;1;Panel Truck;yes;$0;0;No;0;$6,571;15;1
BMW;5 Series;2022;Hybrid;272;12362;0;45439;1;TRUE;5;2;879600393;;;44;2;TRUE;$69,639;TRUE;M;14;$5,910;10;Pickup;yes;$0;0;No;1;$0;1;0
BMW;X3;2023;Electric;417;5000;0;49166;1;TRUE;3;1;791411047;;;22;3;TRUE;$12,825;FALSE;M;28;$9,610;6;Pickup;yes;$2,468;1;No;8;$3,667;1;1
BMW;X5;2022;Diesel;453;23345;0;43609;1;TRUE;1;2;845499665;;;57;0;TRUE;$43,288;TRUE;F;71;$11,530;1;Sports Car;no;$2,333;4;No;7;$12,072;9;1
Volkswagen;Passat;2011;Petrol;293;178949;1;2000;1;FALSE;5;2;825268721;;;58;2;TRUE;$50,762;FALSE;M;19;$31,540;13;Panel Truck;no;$0;0;No;2;$4,909;1;1
Nissan;Sentra;2002;Petrol;230;310601;0;2000;3;FALSE;2;18;572077171;;;51;0;FALSE;$0;TRUE;F;38;$13,070;10;SUV;no;$7,999;2;No;0;$6,581;4;1
BMW;X5;2019;Hybrid;359;56785;0;30535;1;TRUE;5;1;581216860;;;53;0;TRUE;$28,535;TRUE;M;90;$9,650;9;Pickup;no;$0;0;No;0;$0;5;0
BMW;X5;2023;Electric;487;6723;0;48879;1;FALSE;1;1;974780561;;;49;0;FALSE;$56,116;FALSE;M;46;$9,840;4;Minivan;yes;$0;0;No;1;$0;9;0
BMW;X5;2011;Diesel;412;179079;1;2000;2;FALSE;1;7;131421512;;;41;0;TRUE;$0;TRUE;F;56;$10,550;18;Minivan;no;$12,609;2;No;0;$0;10;0
Ford;F-150;2002;Diesel;213;310451;1;2000;1;FALSE;4;14;283577004;;;49;0;TRUE;$65,659;FALSE;M;24;$23,780;1;Panel Truck;yes;$7,367;1;No;5;$3,930;13;1
Honda;Pilot;2012;Petrol;181;167153;1;2000;4;FALSE;1;7;275063923;;;49;0;TRUE;$45,366;TRUE;M;32;$35,510;1;Panel Truck;no;$0;0;No;0;$0;10;0
Nissan;Sentra;2019;Diesel;282;59642;0;18035;1;TRUE;2;4;528698470;;;47;0;TRUE;$32,992;TRUE;M;28;$9,860;1;SUV;no;$0;0;No;0;$0;7;0
Toyota;Camry;2000;Petrol;284;342404;1;2000;2;FALSE;4;5;621871330;;;32;1;TRUE;$42,139;TRUE;M;50;$22,000;10;Van;yes;$5,396;2;No;2;$6,597;7;1
Nissan;Altima;2022;Electric;270;14227;0;27077;1;TRUE;4;2;76212778;;;40;2;TRUE;$43,489;FALSE;F;44;$5,850;1;Sports Car;no;$0;0;No;4;$2,598;8;1
Toyota;Highlander;2011;Hybrid;132;176951;0;2000;2;TRUE;2;8;574107788;;;45;0;TRUE;$57,627;FALSE;F;24;$6,000;3;SUV;no;$0;0;No;6;$7,407;1;1
Nissan;Pathfinder;2018;Electric;142;74258;0;15074;1;TRUE;1;3;877615287;;;56;0;TRUE;$59,152;FALSE;M;49;$16,150;1;Minivan;no;$0;0;No;0;$0;1;0
BMW;3 Series;2004;Petrol;325;286659;0;2000;3;FALSE;5;17;798981234;;;48;0;TRUE;$78,940;TRUE;F;44;$19,510;3;SUV;no;$33,315;3;No;0;$0;19;0
Ford;Mustang;2016;Diesel;241;109842;0;8515;1;TRUE;4;6;243123645;;;40;1;TRUE;$42,745;TRUE;M;25;$19,670;16;Van;yes;$34,492;3;Yes;3;$0;6;0
Toyota;Corolla;2013;Petrol;136;153176;0;2000;3;TRUE;4;5;782144396;;;36;2;TRUE;$32,666;TRUE;M;48;$8,370;10;Minivan;yes;$0;0;No;1;$0;1;0
Honda;Pilot;2002;Petrol;119;306803;0;2000;2;FALSE;5;20;180789377;;;54;0;TRUE;$57,706;TRUE;F;42;$13,240;1;SUV;no;$0;0;Yes;0;$0;15;0
Volkswagen;Golf;2009;Petrol;159;199717;1;2000;4;FALSE;5;2;135363189;;;34;1;TRUE;$83,792;TRUE;F;21;$13,280;10;SUV;no;$0;0;No;2;$0;14;0
Honda;Pilot;2011;Diesel;176;184216;0;2000;1;TRUE;3;11;28456294;;;41;2;TRUE;$173,572;TRUE;F;34;$24,180;1;SUV;no;$10,877;1;No;5;$2,723;25;1
BMW;X5;2000;Petrol;373;341361;1;2000;3;FALSE;5;18;832576480;;;56;0;TRUE;$72,381;TRUE;M;24;$28,780;10;Panel Truck;yes;$6,857;4;No;0;$0;1;0
Ford;F-150;2001;Petrol;187;333099;0;2000;1;FALSE;3;9;980038566;;;44;3;TRUE;$31,728;FALSE;F;28;$9,070;6;SUV;no;$5,897;3;No;5;$3,136;1;1
Chevrolet;Malibu;2006;Petrol;323;259504;2;2000;3;FALSE;4;15;32992474;;;30;0;TRUE;$67,793;TRUE;F;35;$10,730;6;SUV;no;$0;0;Yes;2;$4,517;14;1
Toyota;Camry;2007;Petrol;255;229325;3;2000;1;FALSE;5;3;207425211;;;32;1;TRUE;$100,057;FALSE;M;45;$11,250;6;Pickup;no;$0;0;No;2;$0;1;0
Tesla;Model Y;2017;Electric;607;90886;0;19852;1;TRUE;2;5;83467828;;;46;0;TRUE;$116,602;FALSE;M;42;$6,100;7;Pickup;yes;$0;0;No;0;$0;13;0
Volkswagen;Passat;2021;Diesel;123;31081;0;23891;1;TRUE;5;3;34434267;;;63;0;TRUE;$18,213;FALSE;F;49;$18,540;1;Sports Car;no;$5,139;2;No;0;$0;1;0
Honda;CR-V;2019;Electric;207;65016;0;17498;1;TRUE;2;4;265513155;;;67;0;TRUE;$104,421;TRUE;M;38;$18,640;1;Minivan;yes;$0;0;No;0;$0;12;0
Honda;Pilot;2002;Diesel;195;315462;0;2000;4;FALSE;4;12;194836773;;;43;0;TRUE;$25,713;TRUE;F;31;$12,470;1;Sports Car;no;$0;0;No;0;$0;1;0
Volkswagen;Passat;2007;Diesel;120;241103;0;2000;3;FALSE;4;4;48342958;;;33;0;TRUE;$101,191;FALSE;F;33;$11,620;4;SUV;no;$0;0;No;1;$3,807;4;1
Honda;Accord;2010;Diesel;153;190648;1;2000;4;FALSE;1;13;648825858;;;44;0;TRUE;$0;FALSE;M;17;$9,620;1;Pickup;yes;$0;0;Yes;2;$0;7;0
Honda;CR-V;2016;Diesel;270;103532;0;9146;1;TRUE;2;6;257833353;;;36;1;TRUE;$103,076;TRUE;F;11;$21,980;1;Minivan;no;$4,035;2;No;4;$0;10;0
Tesla;Model S;2020;Electric;765;45251;0;34958;1;TRUE;1;3;831574245;;;46;0;TRUE;$27,703;FALSE;F;12;$20,660;1;Pickup;no;$0;0;No;4;$0;11;0
Volkswagen;Passat;2011;Diesel;231;173958;1;2000;3;TRUE;4;1;29775028;;;48;0;TRUE;$54,691;TRUE;M;21;$14,520;4;Minivan;yes;$0;0;No;0;$0;13;0
Tesla;Model Y;2018;Electric;538;81992;0;23834;1;TRUE;3;3;673874527;;;38;1;TRUE;$90,596;FALSE;M;19;$10,560;1;Pickup;no;$0;0;No;0;$4,018;;1
Tesla;Model Y;2008;Electric;354;225444;0;2000;4;FALSE;3;10;771801025;;;54;0;TRUE;$193,786;FALSE;M;47;$46,610;14;Panel Truck;yes;$0;0;No;1;$0;15;0
BMW;X5;2002;Diesel;236;310168;0;2000;3;FALSE;5;22;685416864;;;55;0;TRUE;$70,093;TRUE;F;60;$8,510;1;SUV;no;$0;0;No;1;$0;3;0
BMW;X3;2008;Petrol;189;225503;0;2000;4;FALSE;5;2;207767897;;;32;2;TRUE;$40,536;TRUE;M;42;$8,750;17;Minivan;yes;$5,267;1;No;6;$0;11;0
Ford;Explorer;2011;Diesel;431;180622;1;2000;4;TRUE;4;3;713884148;;;42;1;TRUE;$84,250;TRUE;F;30;$14,130;10;SUV;no;$6,240;1;No;1;$0;1;0
Toyota;Corolla;2021;Hybrid;282;28760;0;24124;1;TRUE;2;3;201054523;;;73;0;TRUE;$164,088;FALSE;F;38;$8,800;9;Sports Car;no;$3,338;3;No;8;$4,805;20;1
Nissan;Sentra;2018;Diesel;206;64356;0;16064;1;FALSE;5;2;449429892;;;31;2;TRUE;$33,470;FALSE;M;54;$4,850;17;Pickup;yes;$0;0;No;4;$3,146;1;1
Ford;Mustang;2004;Petrol;381;289768;0;2000;1;FALSE;4;16;865313474;;;49;0;TRUE;$36,306;TRUE;M;39;$10,030;4;Pickup;yes;$0;0;No;2;$0;7;0
Honda;CR-V;2015;Diesel;248;124285;0;5571;1;TRUE;3;4;282579671;;;55;0;TRUE;$98,980;TRUE;M;36;$22,460;3;Minivan;yes;$0;0;No;0;$0;18;0
Volkswagen;Jetta;2006;Diesel;106;248401;0;2000;3;FALSE;1;12;855927277;;;37;2;TRUE;$3,081;FALSE;M;43;$1,500;6;Minivan;yes;$0;0;No;0;$1,245;1;1
Nissan;Altima;2009;Diesel;276;218093;2;2000;3;FALSE;1;3;794040462;;;39;3;TRUE;$85,127;TRUE;M;45;$23,610;1;Panel Truck;no;$0;0;No;0;$0;1;0
Honda;Accord;2017;Diesel;127;102551;0;10744;1;TRUE;5;5;19829574;;;35;0;TRUE;$32,655;FALSE;M;43;$8,270;3;Pickup;yes;$0;0;No;0;$0;1;0
Toyota;Camry;2022;Hybrid;130;17948;0;26705;1;FALSE;2;2;695037271;;;35;1;TRUE;$0;FALSE;F;50;$5,000;9;SUV;no;$5,456;3;No;2;$960;9;1
Volkswagen;Tiguan;2019;Hybrid;208;54724;0;18527;1;TRUE;1;5;302751690;;;57;0;TRUE;$92,674;TRUE;M;37;$10,770;7;Minivan;yes;$3,148;2;No;3;$0;19;0
Honda;Accord;2019;Diesel;246;56247;0;18375;1;FALSE;3;3;583599764;;;49;0;TRUE;$117,424;FALSE;F;26;$33,670;1;Van;no;$4,327;1;No;0;$0;10;0
Chevrolet;Tahoe;2007;Petrol;209;240904;0;2000;1;FALSE;2;3;625616315;;;59;4;TRUE;$79,178;TRUE;F;87;$16,620;6;Pickup;no;$0;0;No;0;$0;1;0
Nissan;Rogue;2009;Diesel;179;221286;1;2000;4;FALSE;4;4;22460980;;;58;4;TRUE;$78,397;FALSE;F;37;$20,790;7;Minivan;no;$0;0;No;2;$28,706;18;1
BMW;X3;2020;Hybrid;400;34493;0;36751;1;FALSE;1;2;269985785;;;47;0;TRUE;$50,282;TRUE;M;29;$10,730;4;Minivan;yes;$0;0;No;0;$0;7;0
Chevrolet;Tahoe;2009;Petrol;300;213461;2;2000;1;FALSE;2;10;392785743;;;60;0;TRUE;$52,146;FALSE;M;24;$12,710;11;Minivan;no;$0;0;No;0;$0;19;0
Nissan;Sentra;2001;Petrol;300;329389;0;2000;3;FALSE;5;4;369052748;;;43;2;TRUE;$37,898;TRUE;F;55;$9,590;7;SUV;no;$0;0;No;0;$0;1;0
Ford;Explorer;2019;Hybrid;267;50571;0;18942;1;TRUE;3;3;654085972;;;46;0;TRUE;;FALSE;F;124;$27,880;4;Minivan;no;$0;0;No;1;$0;13;0
Toyota;Camry;2010;Petrol;129;192589;0;2000;3;FALSE;1;8;78448715;;;45;0;FALSE;$4,786;TRUE;F;6;$12,790;6;SUV;no;$6,158;1;No;5;$0;1;0
Toyota;Corolla;2019;Hybrid;238;61581;0;17841;1;TRUE;1;4;171198581;;;47;0;FALSE;$50,603;FALSE;F;16;$14,670;1;SUV;no;$0;0;Yes;2;$1,533;1;1
Nissan;Altima;2013;Diesel;146;150928;0;2000;1;TRUE;3;7;574158891;;;47;0;TRUE;;TRUE;F;50;$12,560;6;SUV;no;$0;0;No;0;$0;25;0
Chevrolet;Tahoe;2008;Petrol;382;217746;1;2000;1;FALSE;3;14;216745844;;;33;1;TRUE;$46,867;FALSE;F;12;$9,490;4;Sports Car;no;$0;0;No;0;$0;15;0
Ford;Mustang;2016;Diesel;303;108157;0;8684;1;FALSE;2;4;665635577;;;47;1;FALSE;$65,324;TRUE;F;36;$14,250;1;Minivan;no;$8,880;2;No;5;$0;11;0
Tesla;Model X;2004;Electric;467;288573;1;2000;3;FALSE;4;10;398175052;;;46;0;TRUE;$91,319;FALSE;M;47;$28,460;11;Minivan;yes;$0;0;No;0;$0;6;0
Volkswagen;Tiguan;2016;Hybrid;294;113565;0;8143;1;TRUE;1;4;228691526;;;36;0;TRUE;$16,034;FALSE;F;42;$7,940;1;SUV;no;$9,459;1;No;1;$4,649;1;1
Toyota;Corolla;2015;Hybrid;128;117506;0;6249;1;TRUE;5;3;24759813;;;43;3;TRUE;$129,376;TRUE;M;23;$14,440;1;Minivan;yes;$6,020;2;No;0;$0;18;0
Volkswagen;Tiguan;2007;Petrol;277;242115;2;2000;2;FALSE;3;3;95207832;;;48;0;TRUE;$60,281;FALSE;F;31;$12,090;6;SUV;no;$10,024;2;No;2;$1,593;1;1
Volkswagen;Golf;2006;Petrol;294;253469;2;2000;1;FALSE;5;17;557742413;;;27;1;TRUE;$123,062;FALSE;M;25;$23,590;1;Panel Truck;yes;$4,441;2;No;0;$3,329;19;1
BMW;3 Series;2012;Diesel;274;172999;0;2000;4;FALSE;5;7;251253029;;;35;2;TRUE;$26,372;TRUE;M;54;$6,870;1;Pickup;yes;$0;0;No;0;$0;1;0
Toyota;Highlander;2006;Hybrid;152;258371;0;2000;1;FALSE;2;9;212957678;;;36;2;TRUE;$125,646;TRUE;M;60;$39,090;1;Panel Truck;no;$2,157;1;No;6;$0;19;0
BMW;3 Series;2013;Petrol;250;150887;1;2000;1;TRUE;2;9;757364508;;;35;0;TRUE;$122,048;FALSE;F;32;$33,570;3;Pickup;no;$0;0;No;4;$0;16;0
Toyota;Highlander;2007;Petrol;178;247684;0;2000;3;FALSE;2;8;26115892;;;37;0;TRUE;$49,340;TRUE;F;31;$5,300;7;Sports Car;no;$0;0;No;0;$0;1;0
Volkswagen;Tiguan;2011;Diesel;177;181774;2;2000;4;FALSE;4;12;977244195;;;41;2;TRUE;$64,928;TRUE;F;34;$20,590;6;Pickup;no;$0;0;No;0;$0;10;0
Chevrolet;Equinox;2016;Diesel;401;105013;0;8998;1;FALSE;1;3;665591504;;;54;0;TRUE;$63,442;FALSE;M;33;$23,220;10;Minivan;yes;$0;0;No;0;$0;16;0
Toyota;Camry;2009;Petrol;267;211361;2;2000;1;FALSE;4;2;352903182;;;49;0;TRUE;$86,847;FALSE;M;33;$16,320;17;Van;yes;$0;0;No;3;$0;6;0
Nissan;Altima;2017;Diesel;128;85070;0;12492;1;FALSE;2;4;52289049;;;42;0;TRUE;$59,142;TRUE;M;43;$12,900;6;Minivan;no;$0;0;No;0;$0;;0
BMW;5 Series;2018;Diesel;384;73486;0;25252;1;FALSE;3;5;743269882;;;43;3;TRUE;$31,713;TRUE;M;16;$26,940;7;Panel Truck;no;$0;0;No;0;$4,017;11;1
Nissan;Altima;2016;Diesel;191;98873;0;9612;1;TRUE;5;4;30429169;;;54;0;TRUE;$0;FALSE;F;40;$6,900;10;SUV;no;$42,642;1;Yes;2;$5,982;1;1
Volkswagen;Tiguan;2020;Diesel;168;51873;0;20312;1;FALSE;2;1;287386122;;;42;3;TRUE;$0;TRUE;M;47;$5,800;1;Pickup;yes;$0;0;No;1;$3,702;11;1
Volkswagen;Passat;2022;Diesel;252;5000;0;28000;1;TRUE;3;2;490897115;;;38;0;TRUE;$142,002;TRUE;M;33;$19,500;4;Minivan;yes;$0;0;No;4;$0;12;0
Volkswagen;Tiguan;2004;Diesel;153;290617;0;2000;4;FALSE;1;6;89315060;;;34;4;TRUE;$59,907;TRUE;F;33;$14,420;1;Minivan;no;$0;0;No;0;$0;5;0
Honda;Civic;2023;Diesel;133;5000;0;29500;1;TRUE;3;1;91239264;;;40;2;TRUE;$21,411;FALSE;M;28;$12,670;4;Minivan;no;$0;0;No;1;$0;7;0
Nissan;Pathfinder;2018;Diesel;202;69629;0;15537;1;TRUE;2;6;704717373;;;49;0;TRUE;$275,392;TRUE;M;14;$46,250;4;Panel Truck;no;$0;0;No;2;$0;15;0
Ford;F-150;2019;Diesel;349;55530;0;18447;1;TRUE;5;5;93262171;;;39;0;TRUE;$54,818;TRUE;M;48;$10,880;4;Pickup;yes;$0;0;Yes;0;$0;11;0
Chevrolet;Tahoe;2011;Diesel;414;188131;1;2000;2;TRUE;3;7;782118634;;;46;0;TRUE;$44,763;FALSE;F;39;$19,070;4;Minivan;no;$0;0;No;0;$0;1;0
Nissan;Pathfinder;2005;Petrol;136;277201;0;2000;4;FALSE;2;18;317029629;;;51;0;TRUE;$142,545;TRUE;F;28;$43,560;13;SUV;no;$0;0;No;0;$0;11;0
Toyota;Camry;2017;Hybrid;131;89653;0;12034;1;TRUE;3;3;863105679;;;47;0;TRUE;$61,880;TRUE;M;30;$17,570;1;Van;no;$0;0;No;0;$0;11;0
Nissan;Rogue;2010;Petrol;209;189919;0;2000;1;FALSE;4;10;544218777;;;53;0;TRUE;$57,836;FALSE;F;73;$16,080;6;SUV;no;$5,935;1;No;8;$7,261;1;1
Chevrolet;Equinox;2019;Diesel;276;64367;0;17563;1;TRUE;1;4;287264722;;;50;0;TRUE;$0;FALSE;F;47;$7,580;1;Sports Car;no;$0;0;No;0;$0;1;0
Volkswagen;Tiguan;2001;Diesel;197;336181;0;2000;2;FALSE;4;5;491636059;;;56;0;TRUE;$42,267;TRUE;F;7;$20,170;1;SUV;no;$0;0;No;1;$0;;0
Toyota;Prius;2019;Hybrid;199;64996;0;17500;1;TRUE;1;1;7968556;;;43;0;TRUE;$55,613;FALSE;M;23;$12,790;1;Minivan;yes;$18,366;2;Yes;5;$0;6;0
Tesla;Model 3;2018;Electric;783;63621;0;26896;1;FALSE;4;1;386671408;;;40;0;TRUE;$101,144;FALSE;M;18;$6,390;1;Pickup;no;$7,547;2;No;1;$0;14;0
Volkswagen;Passat;2013;Diesel;220;150651;0;2000;1;TRUE;5;9;738379426;;;64;0;TRUE;$23,433;FALSE;M;7;$19,420;10;Pickup;no;$38,528;2;No;6;$0;11;0
Ford;Mustang;2000;Diesel;287;342009;0;2000;3;FALSE;2;22;549986445;;;30;1;TRUE;$38,898;TRUE;M;14;$4,500;7;Pickup;yes;$0;0;No;0;$0;17;0
BMW;3 Series;2020;Diesel;211;54464;0;33422;1;FALSE;2;2;715280827;;;61;0;FALSE;$66,433;FALSE;F;10;$19,040;1;Sports Car;no;$0;0;No;1;$0;16;0
BMW;3 Series;2018;Diesel;496;72692;0;25384;1;FALSE;3;4;905883739;;;52;0;TRUE;$68,564;TRUE;M;44;$10,950;4;Pickup;yes;$0;0;No;2;$0;11;0
Chevrolet;Tahoe;2003;Petrol;236;300542;0;2000;4;FALSE;3;5;500300083;;;44;4;TRUE;$58,069;TRUE;M;14;$5,900;1;Minivan;yes;$0;0;No;3;$0;1;0
Chevrolet;Tahoe;2012;Petrol;252;164305;1;2000;3;TRUE;1;4;419976048;;;48;0;TRUE;$0;FALSE;M;41;$7,970;1;Pickup;yes;$0;0;No;0;$0;1;0
Ford;F-150;2015;Petrol;188;117220;0;6278;1;TRUE;2;8;536598966;;;44;1;TRUE;$70,103;FALSE;F;47;$12,910;1;SUV;no;$0;0;No;0;$0;10;0
Chevrolet;Malibu;2013;Diesel;299;148258;1;2000;4;TRUE;4;8;593108777;;;50;0;TRUE;$53,129;TRUE;M;10;$18,600;4;Van;no;$0;0;No;3;$0;13;0
BMW;X3;2010;Diesel;474;189194;2;2000;2;FALSE;3;7;919224306;;;48;0;TRUE;$3,798;FALSE;F;43;$13,140;4;SUV;no;$0;0;Yes;0;$0;15;0
Honda;Accord;2002;Petrol;178;310681;1;2000;2;FALSE;1;10;767246588;;;42;0;TRUE;$115,584;FALSE;M;18;$29,640;17;Panel Truck;no;$0;0;No;0;$0;14;0
